goal,pledged,backers_count,campaign_length,decision_timing,spotlight,staff_pick,usd_pledged,Blurb length,Blurb caps,Name Length,Name Caps,created_at,deadline,launched_at,fx_rate,static_usd_rate,state_changed_at,name,country,blurb,category,Category,Category (parent only)
20500,21026,98,3177451,3177451,TRUE,FALSE,21688.317948700000,107,8,16,3,1500396094,1509534000,1506356549,1.0951691,1.03149995,1509534000,The Sickly Tarot,CH,"F. Raymond Sickly's long-awaited, unique, hand-drawn 109-card tarot deck that has taken 10 years to create.","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
200,512,16,5184000,5184001,TRUE,FALSE,568.90658816,116,1,18,1,1466763368,1472211119,1467027119,1.1753395,1.11114568,1472211120,"Parkour, our world",FR,"mise en avant de la communauté du Parkour, découverte de sa vision et de son style de vie entre les différents pays.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
400,525,16,2332800,2332803,TRUE,FALSE,790.48288725,129,6,27,5,1425999743,1428365196,1426032396,1.29135567,1.50568169,1428365199,On The Horizon - Short Film,GB,"Short fantasy film: Lucaas & Aurora travel towards a Pillar of Light, in a strange & deadly world where time won't let Aurora go.","{""id"":296,""name"":""Fantasy"",""slug"":""film & video/fantasy"",""position"":8,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/fantasy""}}}","film & video/fantasy""",film & video
12000,13365,196,2592000,2592000,TRUE,FALSE,13365.0,135,3,49,6,1509290565,1513100711,1510508711,1,1,1513100711,Too Tired for Sunshine - Photographs by Tara Wray,US,"A photobook about confronting depression by documenting the beauty, darkness, and absurdity of everyday life, published by Yoffy Press.","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}","photography/photobooks""",photography
2850,3016,86,2870173,2870173,TRUE,FALSE,4577.94420616,131,3,50,6,1447712208,1450742340,1447872167,1.29135567,1.51788601,1450742340,Dysphoria: Inside The Mind of a Holocaust Survivor,GB,"A short poetic documentary creatively exploring ongoing anxiety & fear of a Holocaust escapee. A story of prejudice, fear and hope.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
2000,2280,53,2592000,2592002,TRUE,FALSE,1709.5965312,114,4,51,3,1481024205,1487313024,1484721024,0.72636675,0.74982304,1487313026,1st World Problems - it's a card game about nothing,AU,"This is a game about nothing - or everything, developed for people who want to yell about their 1st World Problems","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
6000,8702,245,2588400,2588401,TRUE,FALSE,10719.52102034,44,2,42,19,1520289194,1522888804,1520300404,1.1753395,1.23184567,1522888805,ESSENTIAL FABRICA: Anatomical Playing Card,IT,Simple anatomical Design for a playing card.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
900,1015,18,2419200,2419200,TRUE,FALSE,1291.955133,115,5,56,3,1558107840,1560971964,1558552764,1.29135567,1.2728622,1560971964,Flower jewelry collection. Handcrafted Gemstone pendants,GB,An unique collection of hand crafted pendants and rings - designed and made by a small family run studio since 2009,"{""id"":267,""name"":""Jewelry"",""slug"":""fashion/jewelry"",""position"":6,""parent_id"":9,""parent_name"":""Fashion"",""color"":16752598,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/fashion/jewelry""}}}","fashion/jewelry""",fashion
4293,4663,74,1999502,1999506,TRUE,FALSE,4663.0,133,13,21,5,1401412526,1417060620,1415061118,1,1,1417060624,Atomic Spins Debut EP,US,"The Atomic Spins will be releasing our debut EP album on Record Store Day, 11/28. We're asking our fans to help us make it a success!","{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
5000,82930.170000000000,535,2592000,2592000,TRUE,FALSE,12039.4156260078,98,4,20,3,1589718705,1592488708,1589896708,0.15799139,0.14517534,1592488708,Sinful Playing Cards,DK,"52 high-quality luxury playing cards from artist Darryl Petrucci, gold foil and embossed tuck-box.","{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
300,386,8,2595600,2595600,TRUE,FALSE,386.0,99,1,39,5,1540506956,1543806128,1541210528,1,1,1543806128,The Victorian Grace Tearoom; Reimagined,US,We are here to gather revenue to reopen and reestablish the wonder that is conversation and dining.,"{""id"":312,""name"":""Restaurants"",""slug"":""food/restaurants"",""position"":9,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/restaurants""}}}","food/restaurants""",food
60000,64583,376,2592000,2592001,TRUE,FALSE,64583.0,94,1,35,5,1503957028,1509302795,1506710795,1,1,1509302796,Cups Coffee - Coffee Pods Perfected,US,The world's freshest roasted coffee pods delivered right to your door for just a dollar a day.,"{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}","food/small batch""",food
45,45,19,1299600,1299600,TRUE,FALSE,45.0,128,3,35,4,1567984668,1573234382,1571934782,1,1,1573234382,True Colors! -- the (PnP) card game,US,A fast-paced (2 - 6 player) card game where knowing your card's true colors makes all the difference between winning and losing!,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
10000,25407,218,2592000,2592001,TRUE,TRUE,20143.470682710000,62,15,60,11,1500454121,1503203398,1500611398,0.72636675,0.79283153,1503203399,RetroBall: Build-It-Yourself Pixel Fun For Upto Four Players,AU,The Build-It-Yourself LED Kit Based on the Classic Game - PONG,"{""id"":334,""name"":""DIY Electronics"",""slug"":""technology/diy electronics"",""position"":4,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/diy%20electronics""}}}","technology/diy electronics""",technology
5000,11089,240,2592000,2592002,TRUE,FALSE,11089.0,113,6,58,10,1494172542,1498692072,1496100072,1,1,1498692074,Farm&Oven: Yummy Bakery Snacks. 40% of Your Daily Veggies.,US,Mouthwatering Farm&Oven bakery bites have TWO servings of vegetables and a daily dose of probiotics in each pack.,"{""id"":10,""name"":""Food"",""slug"":""food"",""position"":8,""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food""}}}","food""",food
20000,49460,56,5184000,5184000,TRUE,FALSE,6323.8784424,133,19,57,12,1543420222,1549127583,1543943583,0.1290281,0.12785844,1549127583,NanoSound CD - Hi-Def Network CD Player & Audio Extractor,HK,"NanoSound CD is an Upsampling CD Player , Lossless Audio Extractor & Network Audio Player with Hi-Fi DAC, infrared and mobile control","{""id"":339,""name"":""Sound"",""slug"":""technology/sound"",""position"":12,""parent_id"":16,""parent_name"":""Technology"",""color"":6526716,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/technology/sound""}}}","technology/sound""",technology
25000,80400,1419,2826339,2826340,TRUE,FALSE,80400.0,135,2,58,11,1509593788,1514102400,1511276061,1,1,1514102401,"Rebel Ice Cream | Low Carb, High Fat, Keto, No Sugar Added",US,"Low carb, high fat, no sugar added ice cream using keto-friendly ingredients. Pints shipped online and eventually in your local stores.","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}","food/small batch""",food
2000,2015,17,1689639,1689639,TRUE,FALSE,2015.0,103,3,47,7,1545419076,1548094620,1546404981,1,1,1548094620,LOADING -- you don't have to leave to escape...,US,A surrealist dark comedy about guy who has a nervous breakdown when his favorite TV show stops loading.,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}","film & video/shorts""",film & video
45000,46052.290000000000,442,2417403,2417403,TRUE,FALSE,46052.290000000000,121,2,38,5,1477094119,1490475960,1488058557,1,1,1490475960,Support Proof - Oakland's Bottle Shop!,US,"Proof is a small retail store located in downtown Oakland selling craft spirits, wine, beer, new & vintage cocktail ware.","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}","food/small batch""",food
12000,12478,91,2592000,2592005,TRUE,FALSE,16414.4901871,129,9,42,5,1456146236,1540755832,1538163832,1.29135567,1.31547445,1540755837,Build a Chocolate Studio with Coco Caravan,GB,"Build our Chocolate Studio with CocoCaravan for creating, sharing, eating and teaching all about Ethical, Raw and Vegan Chocolate","{""id"":313,""name"":""Small Batch"",""slug"":""food/small batch"",""position"":10,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/small%20batch""}}}","food/small batch""",food
750,3776,75,3024000,3024002,TRUE,FALSE,3776.0,135,14,23,4,1515242962,1526787716,1523763716,1,1,1526787718,Chuck Roast Kona Coffee,US,"Aloha! Share in the launch of our new coffee label from our humble Hawaii farm. For $20+ receive 1/2lb of Pure Kona Coffee. Mahalo, C&N","{""id"":309,""name"":""Farms"",""slug"":""food/farms"",""position"":7,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/farms""}}}","food/farms""",food
75000,90840,262,2592000,2592000,TRUE,TRUE,14351.1639108,134,5,10,9,1500833627,1504012409,1501420409,0.15799139,0.15798287,1504012409,FLOWER MEN,DK,"An intriguing photo book with stunning portraits, capturing the beauty of the hard working flower sellers of Malik Ghat Market, India.","{""id"":280,""name"":""Photobooks"",""slug"":""photography/photobooks"",""position"":5,""parent_id"":15,""parent_name"":""Photography"",""color"":58341,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/photography/photobooks""}}}","photography/photobooks""",photography
4000,4050,22,5180400,5180402,TRUE,FALSE,4050.0,70,3,46,5,1515877801,1521131121,1515950721,1,1,1521131123,Michael Markowski Saxophone Quartet Commission,US,Become a part of Michael Markowski's first work for saxophone quartet.,"{""id"":36,""name"":""Classical Music"",""slug"":""music/classical music"",""position"":3,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/classical%20music""}}}","music/classical music""",music
2500,2501,44,3711600,3711600,TRUE,FALSE,2757.94991387,93,2,46,1,1580742472,1586796418,1583084818,1.1753395,1.10273887,1586796418,El jardín | corto - short film - court métrage,ES,Cortometraje de misterio sobre dos mujeres solitarias. / Mystery short about two lonely women,"{""id"":32,""name"":""Shorts"",""slug"":""film & video/shorts"",""position"":16,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/shorts""}}}","film & video/shorts""",film & video
1000,3800,51,5180400,5180400,TRUE,FALSE,3800.0,127,6,18,3,1542589832,1555721552,1550541152,1,1,1555721552,New Scotch Spirits,US,"A craft distillery specializing in the production of spirits distilled from grains grown in the Town of New Scotland, New York.","{""id"":307,""name"":""Drinks"",""slug"":""food/drinks"",""position"":4,""parent_id"":10,""parent_name"":""Food"",""color"":16725570,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/food/drinks""}}}","food/drinks""",food
2000,2060,36,5184000,5184000,TRUE,FALSE,2060.0,74,1,14,3,1368711423,1374677812,1369493812,1,1,1374677812,Observethe93rd,US,We are a melodic rock band that is trying to get our cd out to the public.,"{""id"":43,""name"":""Rock"",""slug"":""music/rock"",""position"":17,""parent_id"":14,""parent_name"":""Music"",""color"":10878931,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/music/rock""}}}","music/rock""",music
8000,10108,425,3888000,3888001,TRUE,FALSE,10108.0,95,8,43,7,1496068205,1507378775,1503490775,1,1,1507378776,Don Quixote Vol.2 - Rocinante Playing Cards,US,Playing cards inspired by the second novel of The Ingenious Gentleman Don Quixote of La Mancha.,"{""id"":273,""name"":""Playing Cards"",""slug"":""games/playing cards"",""position"":4,""parent_id"":12,""parent_name"":""Games"",""color"":51627,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/games/playing%20cards""}}}","games/playing cards""",games
18000,21220,42,2592000,2592001,TRUE,FALSE,3337.0572,129,1,14,2,1505036454,1509715872,1507123872,0.15799139,0.15726,1509715873,Western Viking,DK,"A sports documentary about the the world champion of viking fights, fighting to keep his place as the worlds best viking fighter.","{""id"":30,""name"":""Documentary"",""slug"":""film & video/documentary"",""position"":4,""parent_id"":11,""parent_name"":""Film & Video"",""color"":16734574,""urls"":{""web"":{""discover"":""http://www.kickstarter.com/discover/categories/film%20&%20video/documentary""}}}","film & video/documentary""",film & video
